ID,ParentID,Distance,Alive,Necrotic,Lost,Drivers,Passengers,Fitness,CCF
7001,804,1,824,5023,502,7,0,12.970759163165459,0.0000
7010,1103,1,6890,31412,2925,8,0,14.260179641964491,0.0000
7024,804,1,782,6505,618,7,0,12.374092791823086,0.0000
7025,1425,1,841544,2479209,201234,8,0,17.509900718618823,0.0037
7026,1535,1,847,5274,471,8,0,13.523465099490362,0.0000
7149,1103,1,657,3949,353,8,0,13.280438034292827,0.0000
7153,1702,1,1086525,3835174,315204,8,0,16.64673220654719,0.0048
7184,1702,1,1097754,3890595,319506,8,0,16.654760985075896,0.0049
7188,477,1,2170,15254,1486,7,0,13.128429741986247,0.0000
7234,1425,1,3574,13684,1238,8,0,14.99172937869257,0.0000
7245,683,1,47136,152933,13740,7,0,15.733814107959693,0.0002
7252,905,1,2418,13814,1283,7,0,13.550859793892915,0.0000
7269,1535,1,872,4158,396,8,0,13.736296506845132,0.0000
7316,1804,1,43379,117545,10366,8,0,16.603717868144653,0.0002
7351,1357,1,832,5758,572,7,0,13.001217506148748,0.0000
7369,1425,1,89970,336343,30447,8,0,15.027635135742653,0.0004
7412,1238,1,3757,23300,2243,9,0,13.208265366699386,0.0000
7423,1691,1,754,6046,554,8,0,12.665993251659346,0.0000
7432,804,1,110879,346137,30768,7,0,15.93886078184487,0.0005
7459,1702,1,768649,2256307,188055,8,0,17.10144905237589,0.0034
7485,606,1,296,2419,222,7,0,12.73511421149432,0.0000
7499,1804,1,258522,791297,70132,8,0,15.969863928115364,0.0012
7500,3227,1,1639611,6094706,449513,8,0,18.21634467407037,0.0121
7542,905,1,2010,13355,1372,7,0,13.092490442246852,0.0000
7543,1357,1,304695,833587,73127,7,0,16.63261431200034,0.0017
7557,1804,1,467273,1077960,92776,8,0,17.73880919493532,0.0021
7597,606,1,2837,16594,1607,7,0,13.403139061276992,0.0000
7604,1425,1,1347512,4736536,362444,8,0,17.839586023835906,0.0060
7613,1535,1,4030,16375,1469,8,0,14.738524848843964,0.0000
7625,1425,1,93396,278884,24815,8,0,16.19280571169874,0.0004
7639,1357,1,2597,14487,1459,7,0,13.39561213855265,0.0000
7640,1357,1,2132,13233,1250,7,0,13.123085147204725,0.0000
7680,1357,1,667,4466,458,7,0,12.440545675374949,0.0000
7681,1804,1,204759,554189,48913,8,0,16.63834691503975,0.0009
7719,1203,1,678,4300,392,8,0,13.130633382615429,0.0000
7745,1103,1,2893,17096,1644,8,0,13.672235067602568,0.0000
7761,513,2,1787,11262,1123,8,0,13.074544618904342,0.0000
7769,1103,1,51667,157760,13991,8,0,15.92658895682072,0.0002
7791,1357,1,334,3469,349,7,0,12.347409422867358,0.0000
7803,1425,1,25144,104230,9500,8,0,14.580582827474089,0.0001
7804,1535,1,2211360,8129047,537780,8,0,20.197824354531942,0.0100
7905,1425,1,1001,3434,324,8,0,14.674591850458219,0.0000
7923,683,1,233,2141,233,7,0,11.845361031348988,0.0000
7931,606,1,1807,8369,753,7,0,14.430168001998899,0.0000
7967,1103,1,4364,24107,2242,8,0,13.463666091952902,0.0000
7969,1425,1,6234,24702,2223,8,0,14.700321257480635,0.0000
7980,1357,1,1101,8683,831,7,0,12.943347952170697,0.0000
7991,1357,1,236,1692,165,7,0,13.046825751253149,0.0000
8005,1702,1,400,1017,96,8,0,15.496747471201468,0.0000
8035,804,1,402,3210,280,7,0,12.192971136881722,0.0000
8067,1425,1,4465,17069,1530,8,0,14.914369615802249,0.0000
8111,864,1,9827,34052,3029,7,0,15.369937845666032,0.0000
8121,779,1,1944,11630,1124,7,0,13.338905973669497,0.0000
8126,4232,1,1689070,5402778,364522,9,0,20.478460925576815,0.0075
8153,1702,1,1665,6105,533,8,0,15.347220437605575,0.0000
8162,1702,1,41674,118092,10353,8,0,16.254962230971287,0.0002
8163,1804,1,474800,1096207,93586,8,0,17.746581510453247,0.0021
8228,1804,1,1760305,6387241,453781,8,0,18.982124716523572,0.0082
8249,1804,1,6029,18141,1566,8,0,16.495159954695044,0.0000
8262,1804,1,8158,24924,2118,8,0,15.980685820533104,0.0000
8274,683,1,377517,956373,82863,7,0,17.05842617452094,0.0018
8277,905,1,1648,7001,692,7,0,14.123529718471934,0.0000
8303,1425,1,59287,178582,15959,8,0,16.025927113961885,0.0003
8336,1425,1,142178,440591,39053,8,0,15.901870239542449,0.0006
8354,683,1,245,1243,103,7,0,13.395893295876396,0.0000
8368,939,1,331934,897571,77991,7,0,16.65362604548109,0.0015
8442,1702,1,69630,224744,19868,8,0,15.779043968212495,0.0003
8455,1425,1,3171,16281,1505,8,0,13.881224239217874,0.0000
8496,1425,1,1638,6353,550,8,0,15.22187790046204,0.0000
8510,683,1,554,2348,221,7,0,14.144290626960474,0.0000
8523,804,1,415,2689,259,7,0,13.457085906088208,0.0000
8524,1425,1,288,1509,135,8,0,14.16216732112036,0.0000
8529,1702,1,160233,424173,37061,8,0,16.736431511080166,0.0007
8539,1425,1,2289,9910,891,8,0,14.602982482921318,0.0000
8576,1103,1,50422,177917,16153,8,0,15.320411625735204,0.0002
8577,2509,1,151134,405581,35205,8,0,16.70559930712604,0.0007
8616,1702,1,2377,8134,696,8,0,15.94034595028286,0.0000
8642,1425,1,1008,4630,412,8,0,14.342316540999027,0.0000
8671,1702,1,5074254,20257266,1064770,8,0,24.78844317711687,0.0391
8708,1804,1,80319,195681,17236,8,0,17.301847951675807,0.0004
8719,1702,1,6558,23563,2124,8,0,15.275174852428522,0.0000
8740,1702,1,11383,32213,2785,8,0,16.34591882620478,0.0001
8762,683,1,11595,50019,4585,7,0,14.413791062918826,0.0001
8790,1702,1,103372,244608,21172,8,0,17.513351696866586,0.0005
8800,1425,1,1154,6598,678,8,0,13.76881321876836,0.0000
8823,565,1,461,3195,313,7,0,12.03539250788124,0.0000
8867,1203,1,567,2702,249,8,0,13.646976454530417,0.0000
8869,1702,1,324594,904840,79446,8,0,16.471174492831626,0.0014
8875,1302,1,543,3207,301,7,0,12.886123792439749,0.0000
8876,1425,1,211384,558258,48978,8,0,16.764602512973727,0.0009
8895,1103,1,6985,23169,2022,8,0,15.788845982810058,0.0000
8931,1804,1,156589,442525,38800,8,0,16.424420618969528,0.0007
8950,1103,1,14066,41515,3649,8,0,16.205517532964617,0.0001
8968,639,1,377,2435,239,7,0,12.65336068101264,0.0000
8985,1804,1,63902,190692,16975,8,0,16.125665561113706,0.0003
9038,1103,1,447,2433,241,8,0,13.490473154196582,0.0000
9066,1702,1,4647,15198,1370,8,0,15.43801521326045,0.0000
9075,1254,1,1064,5321,524,8,0,13.74493247374881,0.0000
9084,1691,1,357,2286,233,8,0,12.9891222483147,0.0000
9100,1103,1,2447,13141,1190,8,0,13.907926438564163,0.0000
9110,1425,1,5545,20189,1815,8,0,15.168608727595224,0.0000
9112,3227,1,1632862,5553133,390371,8,0,19.396110997752775,0.0072
9132,1425,1,417,2526,228,8,0,13.757604603221601,0.0000
9176,1425,1,363,1856,184,8,0,13.694326069730932,0.0000
9178,1702,1,2836,7371,687,8,0,16.333023569968102,0.0000
9213,779,1,458,2654,226,7,0,13.012659022327481,0.0000
9215,1804,1,58917,182249,16295,8,0,15.961578640074526,0.0003
9285,4232,1,1286834,3774587,266771,9,0,20.016578099253653,0.0057
9292,1702,1,30858,92495,8156,8,0,16.124677879985047,0.0001
9293,1804,1,34538,101884,8899,8,0,16.19599036857111,0.0002
9307,1804,1,607731,1556188,130956,8,0,17.596851259066604,0.0027
9340,1702,1,6963,23656,2135,8,0,15.639026867538945,0.0000
9341,1702,1,14237,42552,3719,8,0,15.967153129944375,0.0001
9345,1103,1,2104,9954,969,8,0,14.131358091729565,0.0000
9355,683,1,6163,25062,2266,7,0,14.781185843865247,0.0000
9357,1103,1,341,2166,203,8,0,13.030065259522042,0.0000
9377,1804,1,224463,539461,46727,8,0,17.339365864011622,0.0010
9398,1103,1,1251,6372,587,8,0,14.193301153984992,0.0000
9410,1804,1,459684,1057976,90629,8,0,17.677186895819766,0.0020
9418,1804,1,295242,677880,58232,8,0,17.679220141524425,0.0013
9437,513,1,456,2501,244,7,0,13.538031481598027,0.0000
9443,1702,1,217916,495542,42752,8,0,17.711557816634464,0.0010
9492,1804,1,20307,57804,4984,8,0,16.39045858006932,0.0001
9498,1702,1,27880,79507,6900,8,0,16.346546163553835,0.0001
9504,1804,1,47807,129569,11156,8,0,16.706714676281926,0.0002
9562,1103,1,978,4244,410,8,0,15.228347264786834,0.0000
9580,1357,1,623,3123,276,7,0,14.050141651994089,0.0000
9588,905,1,239,2222,188,7,0,12.306960716132911,0.0000
9598,683,1,31254,88143,7815,7,0,16.39275634770331,0.0001
9615,1535,1,523,1673,134,8,0,15.561870776787137,0.0000
9625,1535,1,160031,403345,35186,8,0,17.038636621741965,0.0007
9632,1321,1,1543,7444,711,8,0,14.052240799548539,0.0000
9635,779,1,136469,287157,24974,7,0,18.26077215527925,0.0006
9637,1103,1,634,3042,296,8,0,13.816820086134998,0.0000
9638,1238,1,282,1666,163,9,0,13.61323002146678,0.0000
9661,1103,1,260,1743,175,8,0,13.47033468985099,0.0000
9663,1321,1,31770,86885,7559,8,0,16.644557645015848,0.0001
9670,924,1,678,5399,536,7,0,12.577827497399063,0.0000
9682,1804,1,90643,202366,17224,8,0,17.84019602085461,0.0004
9718,1103,1,2539,9554,892,8,0,14.795784056413478,0.0000
9763,1103,1,1718,5106,482,8,0,15.841291347372739,0.0000
9779,1702,1,41985,97248,8328,8,0,17.53185921213947,0.0002
9780,1804,1,14962,41628,3574,8,0,16.441131358333823,0.0001
9800,1702,1,5588,16552,1443,8,0,16.226901376601017,0.0000
9807,683,1,1253,5211,468,7,0,14.696378341399168,0.0000
9816,1425,1,2496,8694,754,8,0,15.4594231739318,0.0000
9827,1357,1,428,3753,350,7,0,12.743128760989999,0.0000
9836,1103,1,35448,108250,9511,8,0,16.02981460366242,0.0002
9855,1103,1,7805,25168,2221,8,0,15.738108763195443,0.0000
9859,1716,1,4063,19563,1848,8,0,14.127548615420512,0.0000
9866,1804,1,1904585,6167588,403232,8,0,21.038520548989105,0.0084
9881,1357,1,481,1485,130,7,0,15.727803839156357,0.0000
9882,1425,1,8331,24925,2178,8,0,15.961199932000653,0.0000
9914,1702,1,216827,482348,41446,8,0,17.842013227634023,0.0010
9926,1804,1,16799,53040,4769,8,0,15.899558680247988,0.0001
9927,4232,1,1707043,4849617,307224,9,0,22.372781533182625,0.0092
9950,1425,1,1328,4952,436,8,0,14.99833753285484,0.0000
9951,1691,1,418,2755,250,8,0,13.198822378157793,0.0000
9962,1103,1,44182,138174,12006,8,0,15.934708525631326,0.0002
9964,1804,1,31978,87876,7838,8,0,16.61045191324371,0.0001
10005,1702,1,18438,53542,4628,8,0,16.165816592690234,0.0001
10028,1702,1,31038,96238,8603,8,0,15.90710864976241,0.0001
10040,1702,1,3185,9989,883,8,0,15.492740705430839,0.0000
10041,1804,1,541498,1129213,88990,8,0,19.77240113143687,0.0024
10049,1103,1,543,3721,346,8,0,13.417800872916882,0.0000
10067,4232,1,1391348,3723748,244114,9,0,21.943292171362835,0.0061
10073,1804,1,12333,27881,2439,8,0,17.820915382925804,0.0001
10082,1103,1,497,2007,176,8,0,14.799730137160054,0.0000
10092,639,1,573,2808,282,7,0,13.94312846317545,0.0000
10101,683,1,798,3657,400,7,0,13.69488866642658,0.0000
10108,1425,1,342,1600,139,8,0,14.801778279080304,0.0000
10117,1425,1,4449,15854,1440,8,0,14.932577594967327,0.0000
10128,1103,1,1208,5150,477,8,0,14.40629608553257,0.0000
10160,3227,1,2602165,8720191,522148,8,0,22.694862491145802,0.0120
10161,504,1,242,1642,122,7,0,13.315664332619756,0.0000
10200,1702,1,3822,11965,1116,8,0,15.754038746907055,0.0000
10205,2509,1,856087,2063741,150965,8,0,20.395631353442848,0.0038
10206,2869,1,136266,327220,28122,9,0,17.326281435647605,0.0006
10226,513,1,372,3130,283,7,0,12.788488033485715,0.0000
10241,1804,1,1984,5257,482,8,0,17.19378226794038,0.0000
10253,2869,1,6073248,23042052,1113597,9,0,27.212641540531383,0.0796
10263,1425,1,4391,12757,1152,8,0,16.040754961808954,0.0000
10279,1357,1,2010,7632,704,7,0,15.0176810848528,0.0000
10280,1425,1,1094,5182,481,8,0,14.173322883148767,0.0000
10296,683,1,13272,43970,3883,7,0,15.626431738611117,0.0001
10297,1103,1,1983,8120,706,8,0,15.288827107002492,0.0000
10298,1702,1,6049,19097,1717,8,0,15.874162249177761,0.0000
10310,1702,1,1243,4539,437,8,0,15.420945287764809,0.0000
10330,1425,1,340,1576,161,8,0,14.313789493481385,0.0000
10333,1702,1,123110,298496,25711,8,0,17.28563105984616,0.0005
10343,1103,1,2106,7349,731,8,0,15.589221679539971,0.0000
10352,1779,1,953,4222,382,8,0,13.900852351876862,0.0000
10353,1804,1,4541,13863,1202,8,0,15.964879538230507,0.0000
10357,1804,1,9205,26406,2426,8,0,16.347871520441306,0.0000
10376,1425,1,71585,155723,13164,8,0,18.01368232947382,0.0003
10395,957,1,234,1170,119,7,0,12.861129410844368,0.0000
10396,1804,1,19046,41761,3608,8,0,17.823055346640917,0.0001
10408,1425,1,17920,57789,5192,8,0,15.84416045538686,0.0001
10450,1425,1,18193,46587,4020,8,0,16.8122869482337,0.0001
10493,1103,1,560,1619,168,8,0,15.98867279056912,0.0000
10507,4232,1,3135194,9663557,521198,9,0,25.547293784644896,0.0193
10515,1804,1,4160,12353,1043,8,0,16.263459803372243,0.0000
10555,3227,1,2436,5732,459,8,0,17.605687777540545,0.0000
10570,1702,1,5940,17918,1536,8,0,16.122123664144375,0.0000
10614,1103,1,337,1558,170,8,0,13.910510338158169,0.0000
10618,1804,1,1941,6667,550,8,0,15.707732865034,0.0000
10644,2869,1,15185,35163,2968,9,0,17.53938066954248,0.0001
10656,1702,1,2833,8317,697,8,0,16.319866658481246,0.0000
10674,1425,1,746,3092,297,8,0,14.571534444811705,0.0000
10675,1691,1,37965,91295,7906,8,0,17.387278737665827,0.0002
10676,3227,1,92093,179197,15274,8,0,18.774353360448078,0.0004
10682,1702,1,1121163,3002397,210954,8,0,20.540314531845336,0.0050
10721,779,1,1006,5362,460,7,0,13.628026259094014,0.0000
10740,4232,1,561891,1181417,92519,9,0,19.935416838000656,0.0025
10776,1804,1,30481,67268,6018,8,0,17.851827235236502,0.0001
10794,1702,1,6042,21667,1921,8,0,15.301009881364582,0.0000
10795,1702,1,80514,185593,15916,8,0,17.698676840578308,0.0004
10827,1691,1,1609,5643,488,8,0,15.070760477349937,0.0000
10828,5640,1,828,3287,305,8,0,15.085754570245816,0.0000
10836,1691,1,440,1992,196,8,0,14.595982149497004,0.0000
10837,3648,1,167091,349066,29542,9,0,18.35457285279471,0.0007
10842,1103,1,550,2701,247,8,0,13.886401573918068,0.0000
10845,1804,1,99131,232621,19997,8,0,17.52707522025357,0.0004
10846,1804,1,8467,26288,2317,8,0,15.864746380278907,0.0000
10873,1804,1,1273,3987,363,8,0,16.138883908723773,0.0000
10874,2869,1,47735,111908,9741,9,0,17.56087285211155,0.0002
10892,1804,1,24677,63555,5598,8,0,16.974821064796707,0.0001
10901,4232,1,29582,45739,3823,9,0,20.565126240075706,0.0001
10917,1357,1,565,2668,218,7,0,14.136343908312323,0.0000
10919,4232,1,543423,1085755,83524,9,0,20.49192730738825,0.0024
10938,804,1,257,995,106,7,0,13.870378859652307,0.0000
10942,1425,1,1693,5810,521,8,0,15.743310565674182,0.0000
10958,3648,1,2029375,5594924,329450,9,0,24.09221501154666,0.0090
10971,1149,1,342,1717,156,7,0,13.143367042298332,0.0000
10984,5293,1,13023,30973,2696,9,0,17.638001058447042,0.0001
11011,1425,1,393,1525,139,8,0,14.67696386649101,0.0000
11012,1804,1,8703,26352,2258,8,0,16.02162753968003,0.0000
11020,1425,1,7895,26340,2319,8,0,15.347119088418665,0.0000
11021,1804,1,3158,9347,798,8,0,16.344098674284748,0.0000
11051,918,1,258,1483,126,7,0,13.51140198487373,0.0000
11078,3648,1,37454,72363,6174,9,0,18.856063278188625,0.0002
11090,1702,1,3272,10903,925,8,0,15.623743811723621,0.0000
11113,1103,1,370,1496,144,8,0,14.18781992771511,0.0000
11115,1804,1,2484,8099,716,8,0,15.758746305210783,0.0000
11148,1425,1,1067,5809,592,8,0,13.641571008531413,0.0000
11190,1535,1,218077,429064,36610,8,0,18.724102412034416,0.0010
11193,1702,1,37913,74732,6472,8,0,18.62910966212507,0.0002
11194,4232,1,2197684,6693297,404517,9,0,23.066246626815662,0.0138
11217,1804,1,10360,24075,1965,8,0,17.850538166521076,0.0000
11218,3016,1,609,2452,242,8,0,14.796772430796501,0.0000
11224,779,1,408,1937,196,7,0,14.187319560378725,0.0000
11229,3227,1,16754,39260,3344,8,0,17.792908339144844,0.0001
11247,2088,1,719,3147,297,8,0,14.684356362994336,0.0000
11255,1702,1,3195,11654,1024,8,0,15.381595891093923,0.0000
11256,1804,1,243725,471057,40076,8,0,18.781705480182257,0.0011
11265,1535,1,484,1986,175,8,0,14.983231146452717,0.0000
11279,1702,1,172119,309092,25829,8,0,19.383297189166008,0.0008
11288,1804,1,5583,13846,1200,8,0,17.100595594438555,0.0000
11303,2509,1,7288,20260,1856,8,0,16.458353262019752,0.0000
11314,1702,1,9318,22099,1942,8,0,17.34210887912698,0.0000
11316,1804,1,6214,18618,1668,8,0,16.53737122836457,0.0000
11339,1425,1,2412,10091,969,8,0,14.655171153170238,0.0000
11341,1702,1,4969,16655,1532,8,0,15.540488093602628,0.0000
11352,1103,1,982,4444,420,8,0,13.92873944364271,0.0000
11368,1804,1,2386,7641,684,8,0,16.03159224350981,0.0000
11369,3227,1,1268,3366,289,8,0,17.038917765521816,0.0000
11380,2869,1,20309,49937,4393,9,0,17.17073400751685,0.0001
11392,1702,1,394,1347,113,8,0,15.596560835904599,0.0000
11400,1357,1,119682,236885,20288,7,0,18.598948181245575,0.0005
11423,1804,1,201548,345609,29537,8,0,19.80776034337634,0.0009
11424,1804,1,24711,57318,4868,8,0,17.4953300501246,0.0001
11447,1425,1,971,4661,398,8,0,14.07308692023926,0.0000
11460,1425,1,2496,9041,805,8,0,15.104007092683895,0.0000
11462,3648,1,81231,160521,13668,9,0,18.64860651591943,0.0004
11522,683,1,313,1022,89,7,0,15.257360172876963,0.0000
11605,1804,1,9883,30432,2725,8,0,16.125720318815222,0.0000
11606,4621,1,488,1588,163,8,0,15.744631993115139,0.0000
11615,1702,1,3121,9895,881,8,0,15.771277652900359,0.0000
11616,2200,1,2218,8188,750,8,0,15.158097597025458,0.0000
11618,6535,1,638016,1298996,95825,9,0,21.163923812040522,0.0028
11648,3227,1,981,2477,212,8,0,17.081643836156825,0.0000
11673,1702,1,7755,21269,1808,8,0,16.75807591166379,0.0000
11674,1702,1,1101,2851,264,8,0,17.12314329958402,0.0000
11742,4232,1,426674,778920,61971,9,0,20.435840590982426,0.0019
11743,4232,1,614594,1215027,89932,9,0,21.333418022093078,0.0027
11773,1804,1,5994,17887,1595,8,0,16.266509715244002,0.0000
11775,1804,1,2517,7744,634,8,0,16.422271250857463,0.0000
11814,1804,1,636,1752,172,8,0,16.658322514619464,0.0000
11828,1804,1,14399,37912,3268,8,0,16.962776670395638,0.0001
11842,1804,1,1035,3277,306,8,0,15.785827471812281,0.0000
11855,1425,1,1109,3277,284,8,0,16.06520184698427,0.0000
11857,1702,1,2372,7781,718,8,0,15.472377706411724,0.0000
11896,1425,1,397630,776108,64774,8,0,19.227850853566167,0.0018
11906,1425,1,448,1667,157,8,0,14.71557003010702,0.0000
11921,1425,1,1155,4034,317,8,0,15.480888991389381,0.0000
11928,683,1,1910,7406,696,7,0,14.951051513691445,0.0000
11932,2869,1,782236,1855146,137900,9,0,20.090473804012795,0.0035
11970,3227,1,8614,20523,1790,8,0,17.355442110866313,0.0000
11981,1425,1,2503,9189,808,8,0,15.169387440414,0.0000
11986,1321,1,244,1638,149,8,0,12.92745895837077,0.0000
11991,2869,1,473901,956170,76567,9,0,19.582900659015145,0.0021
11992,2869,1,18075,37572,3158,9,0,18.188798217933332,0.0001
11993,3227,1,78003,171112,14576,8,0,17.95435457345536,0.0003
11994,3227,1,7512,20721,1836,8,0,16.666275270856147,0.0000
12018,1702,1,750,2503,229,8,0,15.946549187189081,0.0000
12019,4232,1,71841,118933,9941,9,0,20.136243818302184,0.0003
12042,2674,1,307,1269,109,8,0,14.082266835801585,0.0000
12053,1804,1,18173,44280,3866,8,0,17.263418417833492,0.0001
12063,4232,1,114241,190396,15978,9,0,20.09634879901091,0.0005
12078,1804,1,721869,1468108,103724,8,0,21.975888082518683,0.0032
12086,1357,1,7715,21189,1776,7,0,16.40599635548706,0.0000
12089,3227,1,442,1456,142,8,0,16.530532788797753,0.0000
12110,1804,1,2771,9205,788,8,0,15.748111343022106,0.0000
12134,1425,1,1245,4034,373,8,0,15.74863567898464,0.0000
12137,4232,1,4190044,13968684,712171,9,0,26.488722747004307,0.0269
12138,7500,1,1104056,2708016,183105,9,0,21.76718026511293,0.0049
12165,1702,1,3041,7977,675,8,0,16.81406041994896,0.0000
12166,1702,1,689,1989,203,8,0,16.261506408609428,0.0000
12167,1804,1,3664,5996,519,8,0,20.32441102253288,0.0000
12175,1804,1,4736,12639,1178,8,0,16.705277965227147,0.0000
12186,1425,1,510,1906,165,8,0,14.550910726411391,0.0000
12187,1804,1,14016,36121,3154,8,0,17.008896331418722,0.0001
12190,4232,1,519548,950449,71143,9,0,21.563386225266612,0.0023
12227,1103,1,244,658,63,8,0,16.351812539903634,0.0000
12243,1425,1,29745,51292,4335,8,0,19.636298570271208,0.0001
12245,2869,1,74491,157553,13528,9,0,18.116296359773667,0.0003
12254,1238,1,939,3390,342,9,0,14.734564410569234,0.0000
12255,1321,1,383,1388,134,8,0,14.839215268022494,0.0000
12265,1702,1,1359,3930,361,8,0,16.356082906245696,0.0000
12319,2869,1,982187,2137117,142388,9,0,22.92121481496684,0.0043
12328,1804,1,2798,6508,549,8,0,17.155614152461446,0.0000
12330,4232,1,300654,518960,43969,9,0,19.77423342333356,0.0013
12356,4232,1,42188,67330,5576,9,0,20.507354600352624,0.0002
12373,1702,1,950,3097,259,8,0,15.874373302813229,0.0000
12374,3648,1,10535,20515,1755,9,0,18.591342914118496,0.0000
12375,4232,1,847132,1813023,126302,9,0,22.133045560089485,0.0037
12400,1425,1,820,2999,274,8,0,15.305402200594093,0.0000
12426,4232,1,636828,1301873,96679,9,0,21.093875524893427,0.0028
12448,1702,1,35729,68309,5774,8,0,18.93191583611318,0.0002
12462,1149,1,287358,485414,40716,7,0,19.939949077675113,0.0013
12478,1702,1,3918,11717,980,8,0,15.744487383960836,0.0000
12516,1804,1,3748,10118,869,8,0,16.687679838612986,0.0000
12526,1425,1,4325,11200,1025,8,0,16.677772979081354,0.0000
12530,2869,1,227496,359269,30151,9,0,20.463293317251782,0.0010
12548,2869,1,28392,51478,4246,9,0,19.277752105309997,0.0001
12557,1535,1,729,2826,268,8,0,14.451568743037337,0.0000
12573,4232,1,643970,1407010,107107,9,0,20.10538263454489,0.0028
12587,2869,1,7454,17798,1511,9,0,17.31472058690798,0.0000
12596,1103,1,282,1241,117,8,0,13.977379168230591,0.0000
12601,1702,1,3987,10459,900,8,0,16.69638550429761,0.0000
12602,1804,1,323,846,75,8,0,15.76096815707154,0.0000
12603,4621,1,40465,77690,6659,8,0,18.86037998606609,0.0002
12606,804,1,1988,6183,573,7,0,15.971798566942528,0.0000
12611,2869,1,18936,36611,3065,9,0,18.851502747571086,0.0001
12627,1103,1,46124,77054,6481,8,0,20.1432024589715,0.0002
12630,1425,1,269,1367,121,8,0,13.881382637990342,0.0000
12631,1804,1,1076931,2195083,137451,8,0,24.748422841594316,0.0048
12632,4232,1,389625,716277,58122,9,0,19.846182097001492,0.0017
12651,3227,1,4989,13580,1180,8,0,16.505291540370973,0.0000
12663,1804,1,6061,16861,1495,8,0,16.795436339494106,0.0000
12704,1702,1,11045,23275,1979,8,0,18.217563529835346,0.0000
12705,1804,1,371,1035,85,8,0,16.690266486605072,0.0000
12706,1804,1,1767,6113,578,8,0,15.690832440235008,0.0000
12707,4232,1,240847,341599,28506,9,0,21.694482415734395,0.0011
12720,1702,1,1573,4583,437,8,0,16.11175206569249,0.0000
12721,3648,1,337047,544787,43536,9,0,21.11724799553709,0.0015
12730,4232,1,536975,921564,66495,9,0,22.85644742636522,0.0024
12746,1103,1,234,1041,87,8,0,14.836350106138063,0.0000
12762,1425,1,65450,136180,11561,8,0,18.43568034519783,0.0003
12766,4232,1,80273,103912,8533,9,0,22.322545350933577,0.0004
12780,1425,1,501,1914,176,8,0,15.471427467357906,0.0000
12781,1804,1,31036,68155,5787,8,0,17.939558467708956,0.0001
12796,1702,1,9643,25608,2197,8,0,16.75613006039717,0.0000
12798,2869,1,2586,6447,542,9,0,16.98125843905732,0.0000
12816,1804,1,20965,38691,3332,8,0,19.048597498058147,0.0001
12827,2200,1,726,2407,207,8,0,15.784437963215503,0.0000
12853,1804,1,2444,7225,651,8,0,16.31247975366526,0.0000
12854,2869,1,7303,17496,1498,9,0,17.44753139808155,0.0000
12855,3227,1,12489,30954,2657,8,0,17.144400656814327,0.0001
12856,3227,1,5527,10260,861,8,0,19.193227869108853,0.0000
12866,1425,1,4953,13714,1195,8,0,16.513421843833402,0.0000
12890,1535,1,410,1755,162,8,0,14.548865901412892,0.0000
12892,3648,1,15042,27348,2362,9,0,19.359932414664087,0.0001
12906,1357,1,487,1404,130,7,0,15.91289304953548,0.0000
12907,1425,1,228,938,77,8,0,15.549638989014735,0.0000
12911,1804,1,6453,16153,1368,8,0,17.185521628678764,0.0000
12924,1804,1,459,1038,102,8,0,15.830660820004612,0.0000
12925,3648,1,10302,19264,1605,9,0,18.92414448009412,0.0000
12935,2869,1,2437,5938,540,9,0,17.66069909701416,0.0000
12937,4232,1,132835,225364,18957,9,0,19.825738793340584,0.0006
12945,1702,1,1043,3510,319,8,0,15.637753720257834,0.0000
12979,1425,1,1418,6067,527,8,0,14.372343029818476,0.0000
13008,1535,1,510,1525,123,8,0,15.62829636667757,0.0000
13009,1804,1,458,1350,133,8,0,16.46034336102571,0.0000
13010,3227,1,10914,26872,2314,8,0,17.35186470332458,0.0000
13018,1804,1,5115,15873,1440,8,0,15.845546505766373,0.0000
13026,1103,1,1082,2004,192,8,0,18.320264769107183,0.0000
13028,1425,1,298,1090,94,8,0,14.577287547517528,0.0000
13030,1804,1,731,1836,141,8,0,16.53302730829061,0.0000
13043,1103,1,264445,415986,34703,8,0,20.6645268442566,0.0012
13044,3648,1,629788,1249227,91849,9,0,21.46533077189312,0.0028
13045,4621,1,7690,19222,1632,8,0,16.88135141473152,0.0000
13059,4621,1,6646,18655,1607,8,0,16.286416189354526,0.0000
13078,1103,1,284,1179,97,8,0,16.168013580832188,0.0000
13082,1702,1,3097,9393,825,8,0,15.770342733070665,0.0000
13084,5207,1,1293,3845,337,8,0,16.436360912603217,0.0000
13114,1425,1,309,1419,130,8,0,14.970086417647599,0.0000
13115,1804,1,98609,185904,15784,8,0,19.035346322177837,0.0004
13138,1702,1,415,1190,97,8,0,15.600842779895117,0.0000
13151,1425,1,695,2623,242,8,0,15.047730359270684,0.0000
13153,4232,1,650194,1061128,70698,9,0,25.134073448469323,0.0029
13169,2869,1,34087,58959,4958,9,0,19.509088225087662,0.0002
13176,1203,1,578,1642,142,8,0,15.578913396986474,0.0000
13181,1804,1,3375,9311,806,8,0,16.56816973669679,0.0000
13195,2674,1,4734,10591,888,8,0,17.776581032621557,0.0000
13212,1804,1,615928,1159650,83889,8,0,22.215430735482375,0.0027
13222,4232,1,44281,71115,5841,9,0,20.326553046319187,0.0002
13244,1702,1,1480,3859,351,8,0,16.343686241791136,0.0000
