Chromosome	Start	End
chr15	51507896	51508016
chr15	51510650	51510852
chr15	51514516	51514722
chr15	51519975	51520130
chr15	51529055	51529206
chr15	51534964	51535109
chr15	51999910	52000030
chr15	54000913	54001096
chr15	56000410	56000530
chr15	58000082	58000202
chr15	58000338	58000458
chr15	58000921	58001041
chr15	60000438	60000624
chr15	60000843	60000963
chr15	62000667	62000787
chr15	62396329	62396449
chr15	62404322	62404442
chr15	62413954	62414074
chr15	63998861	63998981
chr15	64000762	64000882
chr15	66679665	66679785
chr15	66727364	66727575
chr15	66729083	66729230
chr15	66735596	66735716
chr15	66736959	66737079
chr15	66745801	66745921
chr15	66774094	66774214
chr15	66777327	66777529
chr15	66779538	66779658
chr15	66781523	66781643
chr15	66782018	66782138
chr15	66782836	66782956
chr15	67994048	67994168
chr15	68001764	68001884
chr15	70004184	70004304
chr15	71998856	71998976
chr15	72000218	72000338
chr15	73999529	73999649
chr15	74000446	74000566
chr15	76000070	76000190
chr15	76000484	76000604
chr15	77747130	77747250
chr15	77999799	77999919
chr15	78000261	78000381
chr15	78002300	78002420
chr15	79235386	79235506
chr15	82000401	82000521
chr15	84000871	84000991
chr15	84001939	84002059
chr15	85999976	86000096
chr15	86000443	86000563
chr15	88001747	88001867
chr15	89997594	89997714
chr15	90374197	90374317
chr15	94000242	94000474
chr15	95998996	95999116
chr15	95999669	95999789
chr15	96001609	96001729
chr15	97999006	97999126
chr15	98001022	98001142
chr15	98001858	98001978
chr15	101999597	101999717
chr15	102000392	102000512
chr15	102000692	102000812
chr16	60231	60351
chr16	4059655	4059775
chr16	4060241	4060361
chr16	4060601	4060721
chr16	6059921	6060041
chr16	6060076	6060196
chr16	6061199	6061319
chr16	8060381	8060501
chr16	11179813	11179933
chr16	11238723	11238843
chr16	11364019	11364139
chr16	12058772	12058892
chr16	12061850	12061970
chr16	18058271	18058391
chr16	18061987	18062107
chr16	20059783	20059903
chr16	20060003	20060123
chr16	20060593	20060713
chr16	20342512	20342632
chr16	22051943	22052063
chr16	22063657	22063777
chr16	24059069	24059189
chr16	24061389	24061509
chr16	26054535	26054655
chr16	26059517	26059637
chr16	26061014	26061134
chr16	28059982	28060102
chr16	28060416	28060536
chr16	28539788	28539908
chr16	30060595	30060715
chr16	30942565	30942685
chr16	31313193	31313313
chr16	31334176	31334296
chr16	31368814	31368934
chr16	32060618	32060738
chr16	32069937	32070057
chr16	48028246	48028366
chr16	48058490	48058610
chr16	48067360	48067480
chr16	50060889	50061009
chr16	50062512	50062632
chr16	50739522	50739642
chr16	50756714	50756941
chr16	50763720	50763840
chr16	52058344	52058464
chr16	52062239	52062359
chr16	53816215	53816335
chr16	53820467	53820587
chr16	54060145	54060265
chr16	54060438	54060558
chr16	56059446	56059566
chr16	56059856	56059976
chr16	56060628	56060748
chr16	58058398	58058518
chr16	58063453	58063573
chr16	60058632	60058752
chr16	60061168	60061288
chr16	62060259	62060379
chr16	62060492	62060612
chr16	66060890	66061010
chr16	66062321	66062441
chr16	67644735	67645516
chr16	67645853	67646024
chr16	67650647	67650781
chr16	67654600	67654720
chr16	67655344	67655494
chr16	67660457	67660618
chr16	67662272	67662455
chr16	67663300	67663436
chr16	67670592	67670754
chr16	67671590	67671775
chr16	68058684	68058804
chr16	68771282	68771402
chr16	68772196	68772316
chr16	68835572	68835796
chr16	68842326	68842470
chr16	68842595	68842751
chr16	68844099	68844244
chr16	68845586	68845762
chr16	68846042	68846162
chr16	68847215	68847335
chr16	68847345	68847465
chr16	68849417	68849537
chr16	68849542	68849662
chr16	68853182	68853328
chr16	68855903	68856128
chr16	68857301	68857529
chr16	68862082	68862202
chr16	68863556	68863700
chr16	68867192	68867402
chr16	72059209	72059329
chr16	74059711	74059831
chr16	74060225	74060345
chr16	75247185	75247305
chr16	76056314	76056434
chr16	76061436	76061556
chr16	78060187	78060307
chr16	78061791	78061911
chr16	80059111	80059231
chr16	80060161	80060281
chr16	80062148	80062268
chr16	82054579	82054699
chr16	82058103	82058223
chr16	84059534	84059654
chr16	84059781	84059901
chr16	86059272	86059392
chr16	86060351	86060471
chr16	88059633	88059753
chr16	88059965	88060085
chr16	88060929	88061049
chr16	90059276	90059396
chr16	90060221	90060341
chr16	90061206	90061326
chr17	768	888
chr17	1997384	1997504
chr17	2001597	2001717
chr17	4000866	4000986
chr17	6000588	6000799
chr17	7569482	7569602
chr17	7570493	7570613
chr17	7570623	7570743
chr17	7572907	7573027
chr17	7573920	7574040
chr17	7576536	7576656
chr17	7576829	7576949
chr17	7577018	7577155
chr17	7577493	7577613
chr17	7578172	7578292
chr17	7578370	7578554
chr17	7579311	7579590
chr17	7579650	7579770
chr17	7579815	7579935
chr17	7633632	7633752
chr17	7999897	8000017
chr17	8000640	8000760
chr17	9999724	9999844
chr17	10003185	10003305
chr17	11924200	11924320
chr17	11935538	11935658
chr17	11958196	11958316
chr17	11984672	11984847
chr17	11998891	11999011
chr17	12000548	12000668
chr17	12011106	12011226
chr17	12013657	12013777
chr17	12016553	12016673
chr17	12028589	12028709
chr17	12032455	12032604
chr17	12043118	12043238
chr17	12044460	12044580
chr17	13733746	13733866
chr17	14000581	14000701
chr17	14002355	14002475
chr17	15935609	15935797
chr17	15938078	15938258
chr17	15942606	15942968
chr17	15943721	15943841
chr17	15950264	15950407
chr17	15952158	15952302
chr17	15960827	15961051
chr17	15961220	15961378
chr17	15961788	15961908
chr17	15964714	15965208
chr17	15965418	15965584
chr17	15967381	15967501
chr17	15968183	15968333
chr17	15968798	15969008
chr17	15971207	15971435
chr17	15973478	15973839
chr17	15974722	15974979
chr17	15975440	15975560
chr17	15976742	15976883
chr17	15978847	15979016
chr17	15983268	15983388
chr17	15983712	15983832
chr17	15983920	15984040
chr17	15989595	15989756
chr17	15990485	15990659
chr17	15995168	15995372
chr17	16001685	16001805
chr17	16004199	16004319
chr17	16004563	16005119
chr17	16012102	16012222
chr17	16021201	16021341
chr17	16022708	16022828
chr17	16024365	16024583
chr17	16029399	16029519
chr17	16040615	16040735
chr17	16041438	16041558
chr17	16042321	16042500
chr17	16046904	16047024
chr17	16049689	16049862
chr17	16052738	16052858
chr17	16054856	16054976
chr17	16055226	16055346
chr17	16056620	16056740
chr17	16062070	16062190
chr17	16068292	16068475
chr17	16075116	16075334
chr17	16089867	16090001
chr17	16097769	16097889
chr17	17999297	17999417
chr17	18003588	18003708
chr17	20000071	20000191
chr17	20000755	20000875
chr17	20001256	20001376
chr17	21707000	21707120
chr17	22002496	22002616
chr17	25999568	25999688
chr17	26000443	26000563
chr17	26001882	26002002
chr17	28001422	28001542
chr17	29422225	29422387
chr17	29483000	29483144
chr17	29486009	29486129
chr17	29490203	29490394
chr17	29496902	29497022
chr17	29508413	29508533
chr17	29508705	29508825
chr17	29509525	29509917
chr17	29527439	29527613
chr17	29528056	29528176
chr17	29528406	29528526
chr17	29533257	29533389
chr17	29541468	29541603
chr17	29546026	29546146
chr17	29548867	29549008
chr17	29550463	29550583
chr17	29552112	29552268
chr17	29553452	29553572
chr17	29553582	29553702
chr17	29554212	29554332
chr17	29554522	29554642
chr17	29556042	29556483
chr17	29556852	29556992
chr17	29557278	29557398
chr17	29557841	29557961
chr17	29559088	29559208
chr17	29559717	29559899
chr17	29560019	29560231
chr17	29562628	29562790
chr17	29562927	29563047
chr17	29576001	29576137
chr17	29579926	29580046
chr17	29584660	29584780
chr17	29585361	29585520
chr17	29586038	29586158
chr17	29587386	29587533
chr17	29588728	29588875
chr17	29592242	29592362
chr17	29626516	29626636
chr17	29652837	29653270
chr17	29654516	29654857
chr17	29657313	29657516
chr17	29661654	29661774
chr17	29661855	29662049
chr17	29663350	29663491
chr17	29663652	29663932
chr17	29664385	29664600
chr17	29664806	29664926
chr17	29665019	29665157
chr17	29665712	29665832
chr17	29667522	29667663
chr17	29670030	29670150
chr17	29676137	29676269
chr17	29677200	29677336
chr17	29679274	29679432
chr17	29683478	29683598
chr17	29683982	29684102
chr17	29684276	29684396
chr17	29685497	29685640
chr17	29685950	29686070
chr17	29687504	29687729
chr17	29694209	29694329
chr17	29701030	29701173
chr17	29705867	29705987
chr17	30000356	30000476
chr17	30001176	30001296
chr17	31992360	31992480
chr17	34000568	34000688
chr17	36000547	36000667
chr17	37618324	37619370
chr17	37627131	37628016
chr17	37646809	37646986
chr17	37649003	37649143
chr17	37650776	37650947
chr17	37657502	37657692
chr17	37665926	37666046
chr17	37667772	37667892
chr17	37671962	37672082
chr17	37673690	37673810
chr17	37676208	37676340
chr17	37680926	37681138
chr17	37682116	37682569
chr17	37686856	37687569
chr17	37700456	37700576
chr17	37855766	37855886
chr17	37856468	37856588
chr17	37863242	37863442
chr17	37864573	37864787
chr17	37865495	37865705
chr17	37866040	37866160
chr17	37866336	37866456
chr17	37866592	37866734
chr17	37868180	37868300
chr17	37868578	37868698
chr17	37871515	37871635
chr17	37871684	37871804
chr17	37871971	37872192
chr17	37872523	37872686
chr17	37872752	37872872
chr17	37873310	37873430
chr17	37873572	37873737
chr17	37876003	37876123
chr17	37879571	37879710
chr17	37879792	37879912
chr17	37880154	37880274
chr17	37880978	37881164
chr17	37881301	37881457
chr17	37881557	37881677
chr17	37881959	37882106
chr17	37882803	37882923
chr17	37883067	37883256
chr17	37883547	37883800
chr17	37883941	37884297
chr17	38004873	38004993
chr17	38040703	38040823
chr17	38066180	38066300
chr17	40467730	40467850
chr17	40468802	40468922
chr17	40469160	40469280
chr17	40474299	40474512
chr17	40475021	40475161
chr17	40475264	40475384
chr17	40475519	40475639
chr17	40476728	40476864
chr17	40476970	40477090
chr17	40478115	40478235
chr17	40481427	40481665
chr17	40481726	40481846
chr17	40483459	40483579
chr17	40485676	40485796
chr17	40485908	40486067
chr17	40489452	40489604
chr17	40489768	40489888
chr17	40490729	40490849
chr17	40491319	40491439
chr17	40497566	40497686
chr17	40498586	40498731
chr17	40500410	40500530
chr17	40514141	40514261
chr17	41197696	41197816
chr17	41199630	41199750
chr17	41201114	41201234
chr17	41202034	41202154
chr17	41203046	41203166
chr17	41209050	41209170
chr17	41215310	41215430
chr17	41215869	41215989
chr17	41219608	41219728
chr17	41222944	41223255
chr17	41226347	41226538
chr17	41228508	41228628
chr17	41231323	41231443
chr17	41234420	41234592
chr17	41242944	41243064
chr17	41243347	41246877
chr17	41247840	41247960
chr17	41249223	41249343
chr17	41251784	41251904
chr17	41256138	41256278
chr17	41256868	41256988
chr17	41258451	41258571
chr17	41262514	41262634
chr17	41264507	41264627
chr17	41267709	41267829
chr17	41276013	41276133
chr17	41277140	41277260
chr17	41998803	41998923
chr17	42000778	42000898
chr17	42001828	42001948
chr17	43996501	43996621
chr17	44002211	44002331
chr17	44002572	44002692
chr17	46002684	46002804
chr17	48000086	48000206
chr17	48001452	48001572
chr17	49999425	49999545
chr17	50000687	50000807
chr17	50001386	50001506
chr17	52000248	52000368
chr17	52000446	52000566
chr17	53995746	53995866
chr17	54001314	54001434
chr17	55999681	55999801
chr17	56001016	56001136
chr17	59999849	59999969
chr17	60000987	60001107
chr17	64000568	64000688
chr17	64001086	64001206
chr17	68002016	68002136
chr17	70000624	70000744
chr17	70000811	70000931
chr17	70001933	70002053
chr17	72000366	72000486
chr17	72000792	72000912
chr17	72001231	72001351
chr17	73999572	73999692
chr17	74000893	74001013
chr17	76000513	76000633
chr17	76012794	76012914
chr17	77999328	77999448
chr17	78000680	78000800
chr17	80000839	80000959
chr18	16384	16504
chr18	2017087	2017207
chr18	4015701	4015821
chr18	4015830	4015950
chr18	4019131	4019251
chr18	6015306	6015426
chr18	6016167	6016287
chr18	6016928	6017048
chr18	8015626	8015746
chr18	8016047	8016167
chr18	8018254	8018374
chr18	10015025	10015145
chr18	10017820	10017940
chr18	12015775	12015895
chr18	12017203	12017323
chr18	12779887	12780007
chr18	12809280	12809400
chr18	20016032	20016152
chr18	20016239	20016359
chr18	22016963	22017083
chr18	22017485	22017605
chr18	24016097	24016217
chr18	24016589	24016709
chr18	24016784	24016904
chr18	28016169	28016289
chr18	28016900	28017020
chr18	30015979	30016099
chr18	30016586	30016706
chr18	30016820	30016940
chr18	32015168	32015288
chr18	32017454	32017574
chr18	32018023	32018143
chr18	36016046	36016166
chr18	36016290	36016410
chr18	36017226	36017346
chr18	38015572	38015692
chr18	38016836	38016956
chr18	40014954	40015074
chr18	40017706	40017826
chr18	44012910	44013030
chr18	44015583	44015703
chr18	44018108	44018228
chr18	46019518	46019638
chr18	48017762	48017882
chr18	48018422	48018542
chr18	50014935	50015055
chr18	50016644	50016764
chr18	54015446	54015566
chr18	54018073	54018193
chr18	56015862	56015982
chr18	56016342	56016462
chr18	56017463	56017583
chr18	58017189	58017309
chr18	58022564	58022684
chr18	60016173	60016293
chr18	60016346	60016466
chr18	62015191	62015311
chr18	62016137	62016257
chr18	62016945	62017065
chr18	64015889	64016009
chr18	64017268	64017388
chr18	67531582	67531702
chr18	68016357	68016477
chr18	68017792	68017912
chr18	68842183	68842303
chr18	70016972	70017092
chr18	70017750	70017870
chr18	72015590	72015710
chr18	74015755	74015875
chr18	76015408	76015528
chr18	76017168	76017288
chr18	76409537	76409657
chr19	2210990	2211110
chr19	2213997	2214117
chr19	4212285	4212405
chr19	6214233	6214353
chr19	8212203	8212323
chr19	8213530	8213650
chr19	10210426	10210546
chr19	10211447	10211567
chr19	12222801	12222921
chr19	14213227	14213347
chr19	24217004	24217124
chr19	34210722	34210842
chr19	36208636	36208756
chr19	36208920	36209040
chr19	36209042	36209283
chr19	36210346	36210466
chr19	36210685	36212706
chr19	36213257	36213377
chr19	36213469	36213620
chr19	36213896	36214176
chr19	36214294	36214414
chr19	36214632	36214908
chr19	36215524	36215644
chr19	36215878	36215998
chr19	36216117	36216237
chr19	36216379	36216526
chr19	36216611	36216731
chr19	36217135	36217255
chr19	36218053	36218173
chr19	36218338	36218523
chr19	36218583	36218703
chr19	36218774	36218894
chr19	36218975	36219095
chr19	36219149	36219336
chr19	36219672	36219792
chr19	36219871	36219991
chr19	36220059	36220197
chr19	36220867	36221026
chr19	36221242	36221362
chr19	36221418	36221538
chr19	36221607	36221768
chr19	36222808	36223036
chr19	36223115	36224409
chr19	36224482	36224602
chr19	36224658	36224778
chr19	36227590	36227728
chr19	36227790	36227910
chr19	36227986	36228164
chr19	36228489	36228644
chr19	36228741	36228861
chr19	36228967	36229087
chr19	36229182	36229458
chr19	38212521	38212641
chr19	42211247	42211367
chr19	42213216	42213336
chr19	47208421	47208541
chr19	50214593	50214713
chr19	50217076	50217196
chr19	52213124	52213244
chr19	56211871	56211991
chr19	56214060	56214180
chr19	58211984	58212104
chr19	58212476	58212596
chr2	11782	11902
chr2	11925	12045
chr2	4011384	4011504
chr2	4011748	4011868
chr2	4014225	4014345
chr2	6010522	6010642
chr2	6011903	6012023
chr2	6012148	6012268
chr2	8011210	8011330
chr2	8011536	8011656
chr2	8012326	8012446
chr2	10011826	10011946
chr2	10011959	10012079
chr2	12013005	12013125
chr2	12015703	12015823
chr2	12640681	12640801
chr2	14011191	14011311
chr2	14012007	14012127
chr2	14013652	14013772
chr2	18009615	18009735
chr2	18010601	18010721
chr2	20010974	20011094
chr2	20011351	20011471
chr2	24009103	24009223
chr2	24011748	24011868
chr2	24692749	24692869
chr2	25301695	25301815
chr2	26010359	26010479
chr2	28646741	28646861
chr2	30012892	30013012
chr2	32011417	32011537
chr2	34011417	34011537
chr2	34011606	34011726
chr2	34012267	34012387
chr2	36010964	36011084
chr2	36011763	36011883
chr2	36012161	36012281
chr2	38010865	38010985
chr2	38011591	38011711
chr2	38012754	38012874
chr2	40011569	40011689
chr2	40011713	40011833
chr2	40012483	40012603
chr2	42011371	42011491
chr2	42011825	42011945
chr2	42012157	42012277
chr2	43732763	43732883
chr2	44010560	44010680
chr2	46010348	46010468
chr2	48010428	48010548
chr2	48010961	48011081
chr2	48012786	48012906
chr2	49955437	49955557
chr2	50010901	50011021
chr2	50012132	50012252
chr2	52011165	52011285
chr2	52011749	52011869
chr2	52014260	52014380
chr2	54009784	54009904
chr2	54011319	54011439
chr2	54012489	54012609
chr2	56011821	56011941
chr2	56012154	56012274
chr2	58011637	58011757
chr2	58012773	58012893
chr2	60012030	60012150
chr2	60012509	60012629
chr2	61081482	61081602
chr2	61164271	61164391
chr2	64011660	64011780
chr2	66010494	66010614
chr2	66013600	66013720
chr2	68011263	68011383
chr2	68012290	68012519
chr2	70011256	70011376
chr2	70012191	70012311
chr2	72011254	72011374
chr2	74010205	74010325
chr2	74010532	74010652
chr2	76010916	76011036
chr2	76011213	76011333
chr2	78013208	78013328
chr2	80011556	80011676
chr2	82010309	82010429
chr2	82012018	82012138
chr2	82012543	82012663
chr2	84012347	84012467
chr2	84012545	84012665
chr2	86012616	86012736
chr2	86012825	86012945
chr2	88005486	88005606
chr2	88022227	88022347
chr2	90008248	90008368
chr2	90012783	90012903
chr2	90013135	90013255
chr2	92027913	92028033
chr2	92028096	92028216
chr2	95341328	95341448
chr2	95341999	95342119
chr2	96009967	96010087
chr2	96011778	96011898
chr2	96012847	96012967
chr2	97979559	97979679
chr2	98013754	98013874
chr2	100011654	100011774
chr2	100012453	100012573
chr2	100825307	100825427
chr2	102012234	102012354
chr2	102014694	102014814
chr2	103999514	103999634
chr2	104016915	104017035
chr2	105837538	105837658
chr2	106011566	106011686
chr2	106012096	106012216
chr2	108013093	108013213
chr2	108013264	108013384
chr2	110011426	110011546
chr2	110012063	110012275
chr2	112010820	112010940
chr2	112012617	112012737
chr2	114011692	114011812
chr2	114012036	114012156
chr2	116009779	116009899
chr2	118010376	118010496
chr2	118011872	118011992
chr2	118012105	118012225
chr2	120010515	120010635
chr2	120012111	120012231
chr2	124011042	124011162
chr2	124012672	124012792
chr2	126011372	126011492
chr2	126012078	126012198
chr2	130010536	130010656
chr2	130011781	130011901
chr2	130012142	130012262
chr2	132005691	132005811
chr2	134009066	134009186
chr2	134011856	134012053
chr2	136016454	136016574
chr2	138008522	138008642
chr2	138011125	138011245
chr2	138015367	138015487
chr2	142011586	142011795
chr2	142011967	142012087
chr2	144012052	144012240
chr2	145984028	145984148
chr2	146010943	146011063
chr2	146014050	146014170
chr2	148011726	148011846
chr2	150011323	150011443
chr2	150011480	150011600
chr2	150012350	150012470
chr2	152007636	152007756
chr2	152008029	152008149
chr2	152021718	152021838
chr2	154013201	154013321
chr2	156011365	156011485
chr2	156013237	156013357
chr2	158009236	158009421
chr2	158015300	158015420
chr2	160011921	160012041
chr2	160015080	160015200
chr2	163123991	163124111
chr2	164008369	164008489
chr2	164009810	164009930
chr2	164015628	164015748
chr2	165501789	165501909
chr2	166011559	166011679
chr2	166012143	166012263
chr2	170011398	170011518
chr2	170012136	170012256
chr2	172008473	172008593
chr2	174013439	174013559
chr2	174013759	174013879
chr2	176011814	176011934
chr2	176012561	176012681
chr2	178002584	178002704
chr2	178012386	178012506
chr2	178013910	178014030
chr2	180007742	180007862
chr2	180011829	180011949
chr2	182011954	182012074
chr2	182012768	182012888
chr2	186010415	186010535
chr2	186012902	186013022
chr2	188013008	188013128
chr2	190011876	190011996
chr2	190012116	190012236
chr2	191902698	191902818
chr2	192010529	192010649
chr2	192010711	192010831
chr2	192015012	192015132
chr2	192914302	192914422
chr2	196009913	196010033
chr2	196011884	196012112
chr2	198012101	198012221
chr2	200010624	200010744
chr2	200011386	200011506
chr2	200012942	200013062
chr2	202010566	202010686
chr2	204012730	204012850
chr2	204721692	204721812
chr2	204738859	204738979
chr2	206012340	206012460
chr2	206012833	206012953
chr2	206150534	206150654
chr2	208010293	208010413
chr2	208012449	208012569
chr2	208013495	208013615
chr2	210011432	210011552
chr2	210011902	210012022
chr2	210012270	210012390
chr2	212010992	212011112
chr2	212011811	212011931
chr2	212011964	212012084
chr2	214010045	214010165
chr2	214011429	214011549
chr2	216012194	216012314
chr2	220011633	220011753
chr2	221999981	222000101
chr2	222017334	222017454
chr2	222017459	222017579
chr2	224011022	224011142
chr2	224012258	224012378
chr2	226012413	226012533
chr2	227093685	227093805
chr2	228011110	228011230
chr2	228012375	228012495
chr2	230011244	230011364
chr2	230012834	230012954
chr2	232011201	232011321
chr2	232013244	232013364
chr2	234003057	234003177
chr2	234003299	234003419
chr2	234053756	234053876
chr2	234158779	234158899
chr2	234180350	234180470
chr2	234183308	234183428
chr2	236011512	236011731
chr2	236011976	236012096
chr2	238007112	238007232
chr2	240010704	240010824
chr2	242009589	242009709
chr2	242011270	242011390
chr2	242013647	242013767
chr20	61038	61158
chr20	1610491	1610611
chr20	2060091	2060211
chr20	2062196	2062316
chr20	6059614	6059734
chr20	6061350	6061470
chr20	8060047	8060167
chr20	8061695	8061815
chr20	8061997	8062117
chr20	10061572	10061692
chr20	12057599	12057719
chr20	12063872	12063992
chr20	12066116	12066236
chr20	14061645	14061765
chr20	18060209	18060329
chr20	20060685	20060888
chr20	20061697	20061817
chr20	24061126	24061246
chr20	24061285	24061405
chr20	26061219	26061339
chr20	30060455	30060575
chr20	30060993	30061113
chr20	30062396	30062516
chr20	34060226	34060346
chr20	34061518	34061638
chr20	34062582	34062702
chr20	36058215	36058335
chr20	36061563	36061683
chr20	36063505	36063625
chr20	38060745	38060865
chr20	38061083	38061203
chr20	40060948	40061068
chr20	40061173	40061293
chr20	42059553	42059673
chr20	42989207	42989327
chr20	44747887	44748007
chr20	46061039	46061159
chr20	46061226	46061346
chr20	48061085	48061205
chr20	48065799	48065919
chr20	48522270	48522390
chr20	50060088	50060208
chr20	50064186	50064306
chr20	52058813	52058933
chr20	52060507	52060627
chr20	52061717	52061837
chr20	54060459	54060579
chr20	54062738	54062858
chr20	58060742	58060862
chr20	60058171	60058291
chr20	60061615	60061735
chr20	62059362	62059482
chr20	62060704	62060824
chr20	62061585	62061705
chr21	9411350	9411560
chr21	15410320	15410440
chr21	15412339	15412459
chr21	16805160	16805280
chr21	17410888	17411008
chr21	17413119	17413239
chr21	19409722	19409842
chr21	19411835	19411955
chr21	19412864	19412984
chr21	21408483	21408603
chr21	21415539	21415659
chr21	23417861	23417981
chr21	25411008	25411128
chr21	25411289	25411409
chr21	25411421	25411541
chr21	27411196	27411316
chr21	27411888	27412008
chr21	29411529	29411649
chr21	31411359	31411479
chr21	31416400	31416520
chr21	33410571	33410691
chr21	35409973	35410093
chr21	35412439	35412559
chr21	35412670	35412790
chr21	37411320	37411440
chr21	39410753	39410873
chr21	40291680	40291800
chr21	41411257	41411377
chr21	42511858	42511978
chr21	43408558	43408678
chr21	43413671	43413791
chr21	43414648	43414768
chr21	43836126	43836246
chr21	43836330	43836450
chr21	45413281	45413401
chr21	45615501	45615621
chr21	47410871	47410991
chr21	47412780	47412900
chr22	18051128	18051248
chr22	20051406	20051526
chr22	20052382	20052502
chr22	22051649	22051769
chr22	22052457	22052577
chr22	24051971	24052091
chr22	24054826	24054946
chr22	26045909	26046029
chr22	26047058	26047178
chr22	26058970	26059090
chr22	28050623	28050743
chr22	28050977	28051097
chr22	28053737	28053857
chr22	30051373	30051493
chr22	30581662	30581782
chr22	34051785	34051905
chr22	37309986	37310106
chr22	37551547	37551667
chr22	37591258	37591378
chr22	38051939	38052059
chr22	40051106	40051336
chr22	44052492	44052612
chr22	48051388	48051508
chr22	50051488	50051608
chr22	50052547	50052667
chr3	60536	60656
chr3	60984	61104
chr3	2060202	2060322
chr3	4061754	4061874
chr3	4062693	4062813
chr3	6060412	6060532
chr3	6060558	6060678
chr3	10059598	10059718
chr3	10060365	10060485
chr3	12056809	12056929
chr3	12060756	12060876
chr3	12062340	12062460
chr3	12277785	12277905
chr3	12393065	12393185
chr3	14059620	14059740
chr3	14060163	14060283
chr3	14061058	14061178
chr3	16060202	16060322
chr3	16060559	16060679
chr3	16060986	16061106
chr3	18061777	18061897
chr3	18063660	18063780
chr3	22060001	22060121
chr3	22060571	22060691
chr3	22060710	22060830
chr3	24059148	24059268
chr3	26057762	26057882
chr3	26059747	26059867
chr3	28060196	28060316
chr3	28060396	28060516
chr3	28061619	28061739
chr3	30059831	30060054
chr3	30061806	30061926
chr3	32058499	32058619
chr3	32059108	32059228
chr3	34060019	34060139
chr3	34061170	34061290
chr3	36057158	36057353
chr3	36064947	36065067
chr3	38058635	38058755
chr3	38061480	38061600
chr3	38062335	38062455
chr3	40058910	40059030
chr3	40060403	40060523
chr3	40061769	40061889
chr3	42057041	42057161
chr3	42062279	42062399
chr3	44059992	44060112
chr3	44060419	44060539
chr3	44061658	44061778
chr3	46059424	46059544
chr3	46061244	46061364
chr3	46061780	46061900
chr3	48056349	48056469
chr3	48058215	48058335
chr3	49701923	49702043
chr3	49721472	49721592
chr3	52045313	52045433
chr3	52059576	52059696
chr3	54059459	54059579
chr3	55313340	55313460
chr3	56059591	56059711
chr3	58059601	58059721
chr3	58061223	58061343
chr3	58370117	58370237
chr3	60060334	60060537
chr3	60060711	60060831
chr3	60061202	60061322
chr3	64058223	64058343
chr3	64060068	64060188
chr3	64711844	64711964
chr3	68056149	68056269
chr3	68060563	68060683
chr3	68061212	68061332
chr3	70060786	70060906
chr3	70061073	70061193
chr3	72058876	72058996
chr3	72062349	72062469
chr3	74060157	74060277
chr3	74060891	74061011
chr3	76059778	76059898
chr3	76060664	76060784
chr3	76060906	76061026
chr3	78055887	78056007
chr3	78063204	78063324
chr3	78064269	78064389
chr3	80060302	80060529
chr3	82059239	82059359
chr3	86059709	86059829
chr3	86060843	86060963
chr3	88060408	88060528
chr3	94060019	94060139
chr3	94060436	94060556
chr3	96059173	96059293
chr3	96061220	96061403
chr3	102057134	102057254
chr3	102057344	102057464
chr3	106061732	106061852
chr3	108060400	108060520
chr3	110064646	110064766
chr3	110065272	110065392
chr3	112059708	112059828
chr3	112060698	112060818
chr3	114060057	114060177
chr3	114060223	114060343
chr3	114062265	114062385
chr3	116065100	116065220
chr3	118059516	118059636
chr3	118060491	118060611
chr3	120059339	120059459
chr3	120062529	120062649
chr3	122060768	122060888
chr3	124061382	124061502
chr3	126060255	126060375
chr3	126060557	126060677
chr3	126060786	126060906
chr3	128046583	128046703
chr3	128064058	128064178
chr3	130060120	130060240
chr3	130060660	130060780
chr3	130061800	130061920
chr3	132059220	132059340
chr3	132060580	132060700
chr3	132061690	132061810
chr3	134059210	134059330
chr3	134062274	134062394
chr3	136057772	136057892
chr3	140058906	140059026
chr3	140060155	140060275
chr3	140061892	140062012
chr3	144058335	144058455
chr3	144061125	144061245
chr3	146060602	146060722
chr3	146061141	146061261
chr3	150060097	150060217
chr3	150061968	150062088
chr3	152056957	152057077
chr3	152061790	152061910
chr3	154058816	154058936
chr3	154060507	154060627
chr3	156058635	156058755
chr3	156059042	156059162
chr3	156064706	156064826
chr3	160060688	160060808
chr3	160061085	160061205
chr3	168047233	168047353
chr3	168072840	168073122
chr3	172059798	172059918
chr3	172060640	172060760
chr3	172061243	172061363
chr3	174060246	174060475
chr3	174062023	174062143
chr3	178060046	178060166
chr3	178068701	178068821
chr3	178916613	178916967
chr3	178917477	178917687
chr3	178919077	178919197
chr3	178919208	178919328
chr3	178921331	178921451
chr3	178921457	178921577
chr3	178922273	178922393
chr3	178927375	178927495
chr3	178927973	178928126
chr3	178928199	178928353
chr3	178936000	178936120
chr3	178936964	178937084
chr3	178937358	178937523
chr3	178937728	178937848
chr3	178938773	178938945
chr3	178941862	178941982
chr3	178942488	178942608
chr3	178943728	178943848
chr3	178947059	178947230
chr3	178947790	178947910
chr3	178948012	178948164
chr3	178951050	178951170
chr3	178951881	178952152
chr3	180060116	180060236
chr3	182062847	182062967
chr3	184058521	184058641
chr3	184061726	184061846
chr3	185511627	185511747
chr3	185530230	185530350
chr3	186666401	186666521
chr3	188059383	188059503
chr3	188061654	188061774
chr3	188066377	188066497
chr3	190061714	190061834
chr3	192060023	192060143
chr3	192060551	192060742
chr3	196062380	196062500
chr4	11901	12021
